time x y inclination elevation soil fertilisation age canopy stand humus bu reg bu2 bu3 bu4 bu5 alkali alkali1 alkali3 alkali4 standcat ph humus0 humus2 humus3 humus4 moisture1 moisture3
2 3.6 2.2 2 450 12 1 84 1 2 3 0 20 0 0 0 0 2 -1 -1 -1 -1 4.1 0 0 1 0 -1 -1
3 3.6 2.2 2 450 12 1 85 1 2 4 0 20 0 0 0 0 2 -1 -1 -1 -1 3.95 0 0 0 1 -1 -1
4 3.6 2.2 2 450 12 1 86 1 2 3 0 20 0 0 0 0 2 -1 -1 -1 -1 4.29 0 0 1 0 -1 -1
5 3.6 2.2 2 450 12 1 87 1 2 3 0 20 0 0 0 0 2 -1 -1 -1 -1 4.36 0 0 1 0 -1 -1
6 3.6 2.2 2 450 12 1 88 1 2 3 0 20 0 0 0 0 2 -1 -1 -1 -1 4.15 0 0 1 0 -1 -1
7 3.6 2.2 2 450 12 1 89 1 2 3 0 20 0 0 0 0 2 -1 -1 -1 -1 4.19 0 0 1 0 -1 -1
8 3.6 2.2 2 450 12 1 90 1 2 5 0 20 0 0 0 0 2 -1 -1 -1 -1 3.94 0 0 0 1 -1 -1
9 3.6 2.2 2 450 12 1 91 1 2 3 12.5 20 1 1 1 1 2 -1 -1 -1 -1 4.35 0 0 1 0 -1 -1
10 3.6 2.2 2 450 12 1 92 1 2 2 0 20 0 0 0 0 2 -1 -1 -1 -1 4.06 0 1 0 0 -1 -1
11 3.6 2.2 2 450 12 1 93 1 2 4 0 20 0 0 0 0 2 -1 -1 -1 -1 4.34 0 0 0 1 -1 -1
12 3.6 2.2 2 450 12 1 94 1 2 2 0 20 0 0 0 0 2 -1 -1 -1 -1 4.27 0 1 0 0 -1 -1
13 3.6 2.2 2 450 12 1 95 1 2 2 0 20 0 0 0 0 2 -1 -1 -1 -1 4.215 0 1 0 0 -1 -1
14 3.6 2.2 2 450 12 1 96 1 2 3 0 20 0 0 0 0 2 -1 -1 -1 -1 4.16 0 0 1 0 -1 -1
15 3.6 2.2 2 450 12 1 97 1 2 4 0 20 0 0 0 0 2 -1 -1 -1 -1 4.165 0 0 0 1 -1 -1
16 3.6 2.2 2 450 12 1 98 .8 2 4 0 20 0 0 0 0 2 -1 -1 -1 -1 4.17 0 0 0 1 -1 -1
17 3.6 2.2 2 450 12 1 99 .8 2 2 0 20 0 0 0 0 2 -1 -1 -1 -1 4.195 0 1 0 0 -1 -1
18 3.6 2.2 2 450 12 1 100 .6 2 4 0 20 0 0 0 0 2 -1 -1 -1 -1 4.22 0 0 0 1 -1 -1
19 3.6 2.2 2 450 12 1 101 .6 2 1 0 20 0 0 0 0 2 -1 -1 -1 -1 4.215 -1 -1 -1 -1 -1 -1
20 3.6 2.2 2 450 12 1 102 .6 2 1 0 20 0 0 0 0 2 -1 -1 -1 -1 4.21 -1 -1 -1 -1 -1 -1
21 3.6 2.2 2 450 12 1 103 .6 2 2 0 20 0 0 0 0 2 -1 -1 -1 -1 4.22 0 1 0 0 -1 -1
22 3.6 2.2 2 450 12 1 104 .6 2 1 0 20 0 0 0 0 2 -1 -1 -1 -1 4.23 -1 -1 -1 -1 -1 -1
23 3.6 2.2 2 450 12 1 105 .5 2 3 0 20 0 0 0 0 2 -1 -1 -1 -1 4.52 0 0 1 0 -1 -1
2 3.7 1.9 3 450 15 1 143 .4 2 3 0 22 0 0 0 0 4 0 0 1 -1 4.81 0 0 1 0 0 1
3 3.7 1.9 3 450 15 1 144 .4 2 4 0 22 0 0 0 0 4 0 0 1 -1 5.22 0 0 0 1 0 1
4 3.7 1.9 3 450 15 1 145 .4 2 0 0 22 0 0 0 0 4 0 0 1 -1 5.58 1 0 0 0 0 1
5 3.7 1.9 3 450 15 1 146 .4 2 5 0 22 0 0 0 0 4 0 0 1 -1 4.66 0 0 0 1 0 1
6 3.7 1.9 3 450 15 1 147 .4 2 0 0 22 0 0 0 0 4 0 0 1 -1 5.95 1 0 0 0 0 1
7 3.7 1.9 3 450 15 1 148 .4 2 3 0 22 0 0 0 0 4 0 0 1 -1 4.63 0 0 1 0 0 1
8 3.7 1.9 3 450 15 1 149 .4 2 1 12.5 22 1 1 1 1 4 0 0 1 -1 4.57 -1 -1 -1 -1 0 1
9 3.7 1.9 3 450 15 1 150 .4 2 1 12.5 22 1 1 1 1 4 0 0 1 -1 5.07 -1 -1 -1 -1 0 1
10 3.7 1.9 3 450 15 1 151 .4 2 2 0 22 0 0 0 0 4 0 0 1 -1 5.27 0 1 0 0 0 1
11 3.7 1.9 3 450 15 1 152 .4 2 2 0 22 0 0 0 0 4 0 0 1 -1 5.4 0 1 0 0 0 1
12 3.7 1.9 3 450 15 1 153 .4 2 1 12.5 22 1 1 1 1 4 0 0 1 -1 5.19 -1 -1 -1 -1 0 1
13 3.7 1.9 3 450 15 1 154 .4 2 2 12.5 22 1 1 1 1 4 0 0 1 -1 5.075 0 1 0 0 0 1
14 3.7 1.9 3 450 15 1 155 .4 2 1 12.5 22 1 1 1 1 4 0 0 1 -1 4.96 -1 -1 -1 -1 0 1
15 3.7 1.9 3 450 15 1 156 .4 2 0 25 22 1 1 2 2 4 0 0 1 -1 5.085 1 0 0 0 0 1
16 3.7 1.9 3 450 15 1 157 .4 2 0 12.5 22 1 1 1 1 4 0 0 1 -1 5.21 1 0 0 0 0 1
17 3.7 1.9 3 450 15 1 158 .4 2 1 25 22 1 1 2 2 4 0 0 1 -1 5.255 -1 -1 -1 -1 0 1
18 3.7 1.9 3 450 15 1 159 .2 2 1 25 22 1 1 2 2 4 0 0 1 -1 5.3 -1 -1 -1 -1 0 1
19 3.7 1.9 3 450 15 1 160 .2 2 0 12.5 22 1 1 1 1 4 0 0 1 -1 5.12 1 0 0 0 0 1
20 3.7 1.9 3 450 15 1 161 .2 2 1 12.5 22 1 1 1 1 4 0 0 1 -1 4.94 -1 -1 -1 -1 0 1
21 3.7 1.9 3 450 15 1 162 .3 2 1 12.5 22 1 1 1 1 4 0 0 1 -1 4.99 -1 -1 -1 -1 0 1
22 3.7 1.9 3 450 15 1 163 .3 2 1 12.5 22 1 1 1 1 4 0 0 1 -1 5.04 -1 -1 -1 -1 0 1
23 3.7 1.9 3 450 15 1 164 .3 2 1 12.5 22 1 1 1 1 4 0 0 1 -1 4.635 -1 -1 -1 -1 0 1
2 3.2 1.4 18 430 51 -1 59 .9 1 2 25 16 1 1 2 2 2 -1 -1 -1 1 4.23 0 1 0 0 -1 -1
3 3.2 1.4 18 430 51 -1 60 .9 1 4 37.5 16 1 1 2 3 2 -1 -1 -1 1 4.16 0 0 0 1 -1 -1
4 3.2 1.4 18 430 51 -1 61 .9 1 2 37.5 16 1 1 2 3 2 -1 -1 -1 1 3.86 0 1 0 0 -1 -1
5 3.2 1.4 18 430 51 -1 62 .9 1 1 25 16 1 1 2 2 2 -1 -1 -1 1 3.85 -1 -1 -1 -1 -1 -1
6 3.2 1.4 18 430 51 -1 63 .9 1 2 12.5 16 1 1 1 1 2 -1 -1 -1 1 3.92 0 1 0 0 -1 -1
7 3.2 1.4 18 430 51 -1 64 .9 1 2 12.5 16 1 1 1 1 2 -1 -1 -1 1 3.71 0 1 0 0 -1 -1
8 3.2 1.4 18 430 51 -1 65 .9 1 1 12.5 16 1 1 1 1 2 -1 -1 -1 1 3.98 -1 -1 -1 -1 -1 -1
9 3.2 1.4 18 430 51 -1 66 .9 1 0 0 16 0 0 0 0 2 -1 -1 -1 1 4.23 1 0 0 0 -1 -1
10 3.2 1.4 18 430 51 -1 67 .9 1 0 0 16 0 0 0 0 2 -1 -1 -1 1 4.58 1 0 0 0 -1 -1
11 3.2 1.4 18 430 51 -1 68 .9 1 1 0 16 0 0 0 0 2 -1 -1 -1 1 4.37 -1 -1 -1 -1 -1 -1
12 3.2 1.4 18 430 51 -1 69 1 1 0 0 16 0 0 0 0 2 -1 -1 -1 1 4.24 1 0 0 0 -1 -1
13 3.2 1.4 18 430 51 -1 70 .9 1 2 0 16 0 0 0 0 2 -1 -1 -1 1 4.155 0 1 0 0 -1 -1
14 3.2 1.4 18 430 51 -1 71 .9 1 2 0 16 0 0 0 0 2 -1 -1 -1 1 4.07 0 1 0 0 -1 -1
15 3.2 1.4 18 430 51 -1 72 .9 1 2 0 16 0 0 0 0 2 -1 -1 -1 1 4.14 0 1 0 0 -1 -1
16 3.2 1.4 18 430 51 -1 73 .8 1 1 0 16 0 0 0 0 2 -1 -1 -1 1 4.21 -1 -1 -1 -1 -1 -1
17 3.2 1.4 18 430 51 -1 74 .8 1 0 0 16 0 0 0 0 2 -1 -1 -1 1 4.225 1 0 0 0 -1 -1
18 3.2 1.4 18 430 51 -1 75 .9 1 2 0 16 0 0 0 0 2 -1 -1 -1 1 4.24 0 1 0 0 -1 -1
19 3.2 1.4 18 430 51 -1 76 .9 1 0 0 16 0 0 0 0 2 -1 -1 -1 1 4.3 1 0 0 0 -1 -1
20 3.2 1.4 18 430 51 -1 77 .9 1 2 0 16 0 0 0 0 2 -1 -1 -1 1 4.36 0 1 0 0 -1 -1
21 3.2 1.4 18 430 51 -1 78 .9 1 1 0 16 0 0 0 0 2 -1 -1 -1 1 4.31 -1 -1 -1 -1 -1 -1
22 3.2 1.4 18 430 51 -1 79 .9 1 1 0 16 0 0 0 0 2 -1 -1 -1 1 4.26 -1 -1 -1 -1 -1 -1
23 3.2 1.4 18 430 51 -1 80 1 1 1 0 16 0 0 0 0 2 -1 -1 -1 1 4.205 -1 -1 -1 -1 -1 -1
2 4.2 2.4 30 340 26 -1 39 1 2 2 0 27 0 0 0 0 2 -1 -1 -1 -1 4.15 0 1 0 0 -1 -1
3 4.2 2.4 30 340 26 -1 40 1 2 2 0 27 0 0 0 0 2 -1 -1 -1 -1 4.35 0 1 0 0 -1 -1
4 4.2 2.4 30 340 26 -1 41 1 2 0 12.5 27 1 1 1 1 2 -1 -1 -1 -1 4.29 1 0 0 0 -1 -1
5 4.2 2.4 30 340 26 -1 42 1 2 0 0 27 0 0 0 0 2 -1 -1 -1 -1 4.1 1 0 0 0 -1 -1
6 4.2 2.4 30 340 26 -1 43 1 2 1 12.5 27 1 1 1 1 2 -1 -1 -1 -1 4.14 -1 -1 -1 -1 -1 -1
7 4.2 2.4 30 340 26 -1 44 1 2 2 0 27 0 0 0 0 2 -1 -1 -1 -1 4.07 0 1 0 0 -1 -1
8 4.2 2.4 30 340 26 -1 45 1 2 0 0 27 0 0 0 0 2 -1 -1 -1 -1 3.92 1 0 0 0 -1 -1
9 4.2 2.4 30 340 26 -1 46 1 2 0 0 27 0 0 0 0 2 -1 -1 -1 -1 4.52 1 0 0 0 -1 -1
10 4.2 2.4 30 340 26 -1 47 1 2 0 0 27 0 0 0 0 2 -1 -1 -1 -1 4.56 1 0 0 0 -1 -1
11 4.2 2.4 30 340 26 -1 48 1 2 0 0 27 0 0 0 0 2 -1 -1 -1 -1 4.35 1 0 0 0 -1 -1
12 4.2 2.4 30 340 26 -1 49 1 2 0 0 27 0 0 0 0 2 -1 -1 -1 -1 4.55 1 0 0 0 -1 -1
13 4.2 2.4 30 340 26 -1 50 1 2 1 0 27 0 0 0 0 2 -1 -1 -1 -1 4.37 -1 -1 -1 -1 -1 -1
14 4.2 2.4 30 340 26 -1 51 1 2 2 0 27 0 0 0 0 2 -1 -1 -1 -1 4.19 0 1 0 0 -1 -1
15 4.2 2.4 30 340 26 -1 52 1 2 1 0 27 0 0 0 0 2 -1 -1 -1 -1 4.29 -1 -1 -1 -1 -1 -1
16 4.2 2.4 30 340 26 -1 53 1 2 2 0 27 0 0 0 0 2 -1 -1 -1 -1 4.39 0 1 0 0 -1 -1
17 4.2 2.4 30 340 26 -1 54 1 2 1 0 27 0 0 0 0 2 -1 -1 -1 -1 4.26 -1 -1 -1 -1 -1 -1
18 4.2 2.4 30 340 26 -1 55 1 2 1 0 27 0 0 0 0 2 -1 -1 -1 -1 4.13 -1 -1 -1 -1 -1 -1
19 4.2 2.4 30 340 26 -1 56 .8 2 1 0 27 0 0 0 0 2 -1 -1 -1 -1 4.215 -1 -1 -1 -1 -1 -1
20 4.2 2.4 30 340 26 -1 57 .8 2 3 0 27 0 0 0 0 2 -1 -1 -1 -1 4.3 0 0 1 0 -1 -1
21 4.2 2.4 30 340 26 -1 58 .8 2 2 0 27 0 0 0 0 2 -1 -1 -1 -1 4.43 0 1 0 0 -1 -1
22 4.2 2.4 30 340 26 -1 59 .8 2 0 0 27 0 0 0 0 2 -1 -1 -1 -1 4.56 1 0 0 0 -1 -1
23 4.2 2.4 30 340 26 -1 60 .9 2 0 0 27 0 0 0 0 2 -1 -1 -1 -1 4.83 1 0 0 0 -1 -1
11 3.7 .9 4 400 30 1 19 1 1 0 0 21 0 0 0 0 4 0 0 1 1 5.1 1 0 0 0 -1 -1
12 3.7 .9 4 400 30 1 20 1 1 0 0 21 0 0 0 0 4 0 0 1 1 5.29 1 0 0 0 -1 -1
13 3.7 .9 4 400 30 1 21 .6 1 0 0 21 0 0 0 0 4 0 0 1 1 5.1 1 0 0 0 -1 -1
14 3.7 .9 4 400 30 1 22 .7 1 0 0 21 0 0 0 0 4 0 0 1 1 4.91 1 0 0 0 -1 -1
15 3.7 .9 4 400 30 1 23 .7 1 0 0 21 0 0 0 0 4 0 0 1 1 4.95 1 0 0 0 -1 -1
16 3.7 .9 4 400 30 1 24 .8 1 0 0 21 0 0 0 0 4 0 0 1 1 4.99 1 0 0 0 -1 -1
17 3.7 .9 4 400 30 1 25 .8 1 0 0 21 0 0 0 0 4 0 0 1 1 5.02 1 0 0 0 -1 -1
18 3.7 .9 4 400 30 1 26 .9 1 0 0 21 0 0 0 0 4 0 0 1 1 5.05 1 0 0 0 -1 -1
19 3.7 .9 4 400 30 1 27 .9 1 0 0 21 0 0 0 0 4 0 0 1 1 5.045 1 0 0 0 -1 -1
20 3.7 .9 4 400 30 1 28 .9 1 0 0 21 0 0 0 0 4 0 0 1 1 5.04 1 0 0 0 -1 -1
21 3.7 .9 4 400 30 1 29 .9 1 0 0 21 0 0 0 0 4 0 0 1 1 5.005 1 0 0 0 -1 -1
22 3.7 .9 4 400 30 1 30 .8 1 0 0 21 0 0 0 0 4 0 0 1 1 4.97 1 0 0 0 -1 -1
23 3.7 .9 4 400 30 1 31 .8 1 0 0 21 0 0 0 0 4 0 0 1 1 4.94 1 0 0 0 -1 -1
2 3.3 .8 15 350 13 1 136 1 2 3 0 18 0 0 0 0 4 0 0 1 -1 4.91 0 0 1 0 -1 -1
3 3.3 .8 15 350 13 1 137 1 2 3 0 18 0 0 0 0 4 0 0 1 -1 5.2 0 0 1 0 -1 -1
4 3.3 .8 15 350 13 1 138 1 2 4 0 18 0 0 0 0 4 0 0 1 -1 5.27 0 0 0 1 -1 -1
5 3.3 .8 15 350 13 1 139 1 2 2 0 18 0 0 0 0 4 0 0 1 -1 4.22 0 1 0 0 -1 -1
6 3.3 .8 15 350 13 1 140 1 2 1 0 18 0 0 0 0 4 0 0 1 -1 5.1 -1 -1 -1 -1 -1 -1
7 3.3 .8 15 350 13 1 141 1 2 3 0 18 0 0 0 0 4 0 0 1 -1 4.36 0 0 1 0 -1 -1
8 3.3 .8 15 350 13 1 142 1 2 1 0 18 0 0 0 0 4 0 0 1 -1 4.41 -1 -1 -1 -1 -1 -1
9 3.3 .8 15 350 13 1 143 1 2 1 0 18 0 0 0 0 4 0 0 1 -1 4.49 -1 -1 -1 -1 -1 -1
10 3.3 .8 15 350 13 1 144 1 2 5 0 18 0 0 0 0 4 0 0 1 -1 3.91 0 0 0 1 -1 -1
11 3.3 .8 15 350 13 1 145 1 2 3 0 18 0 0 0 0 4 0 0 1 -1 4.82 0 0 1 0 -1 -1
12 3.3 .8 15 350 13 1 146 1 2 1 0 18 0 0 0 0 4 0 0 1 -1 4.92 -1 -1 -1 -1 -1 -1
13 3.3 .8 15 350 13 1 147 1 2 2 0 18 0 0 0 0 4 0 0 1 -1 4.905 0 1 0 0 -1 -1
14 3.3 .8 15 350 13 1 148 1 2 1 0 18 0 0 0 0 4 0 0 1 -1 4.89 -1 -1 -1 -1 -1 -1
15 3.3 .8 15 350 13 1 149 1 2 3 12.5 18 1 1 1 1 4 0 0 1 -1 4.875 0 0 1 0 -1 -1
16 3.3 .8 15 350 13 1 150 1 2 3 0 18 0 0 0 0 4 0 0 1 -1 4.86 0 0 1 0 -1 -1
17 3.3 .8 15 350 13 1 151 1 2 1 0 18 0 0 0 0 4 0 0 1 -1 4.905 -1 -1 -1 -1 -1 -1
18 3.3 .8 15 350 13 1 152 .7 2 2 0 18 0 0 0 0 4 0 0 1 -1 4.95 0 1 0 0 -1 -1
19 3.3 .8 15 350 13 1 153 .7 2 4 0 18 0 0 0 0 4 0 0 1 -1 4.995 0 0 0 1 -1 -1
20 3.3 .8 15 350 13 1 154 .7 2 1 0 18 0 0 0 0 4 0 0 1 -1 5.04 -1 -1 -1 -1 -1 -1
21 3.3 .8 15 350 13 1 155 .7 2 0 12.5 18 1 1 1 1 4 0 0 1 -1 5.055 1 0 0 0 -1 -1
22 3.3 .8 15 350 13 1 156 .7 2 1 12.5 18 1 1 1 1 4 0 0 1 -1 5.07 -1 -1 -1 -1 -1 -1
23 3.3 .8 15 350 13 1 157 .6 2 2 12.5 18 1 1 1 1 4 0 0 1 -1 4.715 0 1 0 0 -1 -1
2 3.2 .4 21 390 34 -1 27 .9 2 1 0 15 0 0 0 0 2 -1 -1 -1 -1 4.36 -1 -1 -1 -1 -1 -1
3 3.2 .4 21 390 34 -1 28 .9 2 3 0 15 0 0 0 0 2 -1 -1 -1 -1 4.18 0 0 1 0 -1 -1
4 3.2 .4 21 390 34 -1 29 .9 2 3 12.5 15 1 1 1 1 2 -1 -1 -1 -1 4.1 0 0 1 0 -1 -1
5 3.2 .4 21 390 34 -1 30 .9 2 1 0 15 0 0 0 0 2 -1 -1 -1 -1 4.04 -1 -1 -1 -1 -1 -1
6 3.2 .4 21 390 34 -1 31 .9 2 1 0 15 0 0 0 0 2 -1 -1 -1 -1 4.13 -1 -1 -1 -1 -1 -1
7 3.2 .4 21 390 34 -1 32 .9 2 1 0 15 0 0 0 0 2 -1 -1 -1 -1 3.96 -1 -1 -1 -1 -1 -1
8 3.2 .4 21 390 34 -1 33 .9 2 1 0 15 0 0 0 0 2 -1 -1 -1 -1 3.94 -1 -1 -1 -1 -1 -1
9 3.2 .4 21 390 34 -1 34 .9 2 1 0 15 0 0 0 0 2 -1 -1 -1 -1 4.14 -1 -1 -1 -1 -1 -1
10 3.2 .4 21 390 34 -1 35 1 2 2 0 15 0 0 0 0 2 -1 -1 -1 -1 3.7 0 1 0 0 -1 -1
11 3.2 .4 21 390 34 -1 36 1 2 3 0 15 0 0 0 0 2 -1 -1 -1 -1 4.31 0 0 1 0 -1 -1
12 3.2 .4 21 390 34 -1 37 1 2 1 0 15 0 0 0 0 2 -1 -1 -1 -1 4.21 -1 -1 -1 -1 -1 -1
13 3.2 .4 21 390 34 -1 38 1 2 1 0 15 0 0 0 0 2 -1 -1 -1 -1 4.27 -1 -1 -1 -1 -1 -1
14 3.2 .4 21 390 34 -1 39 1 2 2 0 15 0 0 0 0 2 -1 -1 -1 -1 4.33 0 1 0 0 -1 -1
15 3.2 .4 21 390 34 -1 40 1 2 1 0 15 0 0 0 0 2 -1 -1 -1 -1 4.295 -1 -1 -1 -1 -1 -1
16 3.2 .4 21 390 34 -1 41 1 2 4 0 15 0 0 0 0 2 -1 -1 -1 -1 4.26 0 0 0 1 -1 -1
17 3.2 .4 21 390 34 -1 42 1 2 3 0 15 0 0 0 0 2 -1 -1 -1 -1 4.235 0 0 1 0 -1 -1
18 3.2 .4 21 390 34 -1 43 1 2 1 0 15 0 0 0 0 2 -1 -1 -1 -1 4.21 -1 -1 -1 -1 -1 -1
19 3.2 .4 21 390 34 -1 44 1 2 1 0 15 0 0 0 0 2 -1 -1 -1 -1 4.195 -1 -1 -1 -1 -1 -1
20 3.2 .4 21 390 34 -1 45 .7 2 2 0 15 0 0 0 0 2 -1 -1 -1 -1 4.18 0 1 0 0 -1 -1
21 3.2 .4 21 390 34 -1 46 .7 2 3 0 15 0 0 0 0 2 -1 -1 -1 -1 4.15 0 0 1 0 -1 -1
22 3.2 .4 21 390 34 -1 47 .7 2 2 0 15 0 0 0 0 2 -1 -1 -1 -1 4.12 0 1 0 0 -1 -1
23 3.2 .4 21 390 34 -1 48 .7 2 2 0 15 0 0 0 0 2 -1 -1 -1 -1 4.015 0 1 0 0 -1 -1
2 4.6 3 34 300 23 1 139 .9 2 6 0 28 0 0 0 0 3 0 1 0 -1 3.91 0 0 0 1 1 0
3 4.6 3 34 300 23 1 140 .9 2 4 0 28 0 0 0 0 3 0 1 0 -1 4.17 0 0 0 1 1 0
4 4.6 3 34 300 23 1 141 .9 2 4 12.5 28 1 1 1 1 3 0 1 0 -1 3.91 0 0 0 1 1 0
5 4.6 3 34 300 23 1 142 .9 2 3 0 28 0 0 0 0 3 0 1 0 -1 4.14 0 0 1 0 1 0
6 4.6 3 34 300 23 1 143 .9 2 4 0 28 0 0 0 0 3 0 1 0 -1 4.01 0 0 0 1 1 0
7 4.6 3 34 300 23 1 144 .9 2 2 0 28 0 0 0 0 3 0 1 0 -1 4.18 0 1 0 0 1 0
8 4.6 3 34 300 23 1 145 .9 2 3 0 28 0 0 0 0 3 0 1 0 -1 4.28 0 0 1 0 1 0
9 4.6 3 34 300 23 1 146 .9 2 2 0 28 0 0 0 0 3 0 1 0 -1 3.97 0 1 0 0 1 0
10 4.6 3 34 300 23 1 147 .9 2 1 0 28 0 0 0 0 3 0 1 0 -1 3.94 -1 -1 -1 -1 1 0
11 4.6 3 34 300 23 1 148 .9 2 4 0 28 0 0 0 0 3 0 1 0 -1 4.1 0 0 0 1 1 0
12 4.6 3 34 300 23 1 149 .7 2 4 0 28 0 0 0 0 3 0 1 0 -1 4.07 0 0 0 1 1 0
13 4.6 3 34 300 23 1 150 .7 2 3 0 28 0 0 0 0 3 0 1 0 -1 3.97 0 0 1 0 1 0
14 4.6 3 34 300 23 1 151 .7 2 2 0 28 0 0 0 0 3 0 1 0 -1 3.87 0 1 0 0 1 0
15 4.6 3 34 300 23 1 152 .8 2 4 0 28 0 0 0 0 3 0 1 0 -1 3.97 0 0 0 1 1 0
16 4.6 3 34 300 23 1 153 .8 2 5 0 28 0 0 0 0 3 0 1 0 -1 4.07 0 0 0 1 1 0
17 4.6 3 34 300 23 1 154 .8 2 4 0 28 0 0 0 0 3 0 1 0 -1 4.16 0 0 0 1 1 0
18 4.6 3 34 300 23 1 155 .9 2 5 0 28 0 0 0 0 3 0 1 0 -1 4.25 0 0 0 1 1 0
19 4.6 3 34 300 23 1 156 .9 2 4 0 28 0 0 0 0 3 0 1 0 -1 4.185 0 0 0 1 1 0
20 4.6 3 34 300 23 1 157 .9 2 4 0 28 0 0 0 0 3 0 1 0 -1 4.12 0 0 0 1 1 0
21 4.6 3 34 300 23 1 158 .9 2 3 0 28 0 0 0 0 3 0 1 0 -1 4.165 0 0 1 0 1 0
22 4.6 3 34 300 23 1 159 .9 2 5 0 28 0 0 0 0 3 0 1 0 -1 4.21 0 0 0 1 1 0
23 4.6 3 34 300 23 1 160 .8 2 3 0 28 0 0 0 0 3 0 1 0 -1 4.17 0 0 1 0 1 0
2 4.7 2.5 36 350 14 1 186 .9 1 4 0 30 0 0 0 0 3 0 1 0 1 4.13 0 0 0 1 -1 -1
3 4.7 2.5 36 350 14 1 187 .9 1 4 25 30 1 1 2 2 3 0 1 0 1 4.19 0 0 0 1 -1 -1
4 4.7 2.5 36 350 14 1 188 .9 1 2 12.5 30 1 1 1 1 3 0 1 0 1 5.3 0 1 0 0 -1 -1
5 4.7 2.5 36 350 14 1 189 .9 1 3 0 30 0 0 0 0 3 0 1 0 1 4.25 0 0 1 0 -1 -1
6 4.7 2.5 36 350 14 1 190 .9 1 1 0 30 0 0 0 0 3 0 1 0 1 4.45 -1 -1 -1 -1 -1 -1
7 4.7 2.5 36 350 14 1 191 .9 1 0 0 30 0 0 0 0 3 0 1 0 1 4.11 1 0 0 0 -1 -1
8 4.7 2.5 36 350 14 1 192 .9 1 2 0 30 0 0 0 0 3 0 1 0 1 4.26 0 1 0 0 -1 -1
9 4.7 2.5 36 350 14 1 193 .8 1 1 0 30 0 0 0 0 3 0 1 0 1 4.14 -1 -1 -1 -1 -1 -1
10 4.7 2.5 36 350 14 1 194 .8 1 3 0 30 0 0 0 0 3 0 1 0 1 4.43 0 0 1 0 -1 -1
11 4.7 2.5 36 350 14 1 195 .8 1 2 0 30 0 0 0 0 3 0 1 0 1 4.48 0 1 0 0 -1 -1
12 4.7 2.5 36 350 14 1 196 .9 1 1 0 30 0 0 0 0 3 0 1 0 1 4.52 -1 -1 -1 -1 -1 -1
13 4.7 2.5 36 350 14 1 197 .9 1 1 12.5 30 1 1 1 1 3 0 1 0 1 4.51 -1 -1 -1 -1 -1 -1
14 4.7 2.5 36 350 14 1 198 .8 1 1 12.5 30 1 1 1 1 3 0 1 0 1 4.5 -1 -1 -1 -1 -1 -1
15 4.7 2.5 36 350 14 1 199 .8 1 2 12.5 30 1 1 1 1 3 0 1 0 1 4.39 0 1 0 0 -1 -1
16 4.7 2.5 36 350 14 1 200 .8 1 3 12.5 30 1 1 1 1 3 0 1 0 1 4.28 0 0 1 0 -1 -1
17 4.7 2.5 36 350 14 1 201 .8 1 2 12.5 30 1 1 1 1 3 0 1 0 1 4.48 0 1 0 0 -1 -1
18 4.7 2.5 36 350 14 1 202 .7 1 2 12.5 30 1 1 1 1 3 0 1 0 1 4.68 0 1 0 0 -1 -1
19 4.7 2.5 36 350 14 1 203 .7 1 3 0 30 0 0 0 0 3 0 1 0 1 4.69 0 0 1 0 -1 -1
20 4.7 2.5 36 350 14 1 204 .7 1 1 12.5 30 1 1 1 1 3 0 1 0 1 4.7 -1 -1 -1 -1 -1 -1
21 4.7 2.5 36 350 14 1 205 .7 1 2 25 30 1 1 2 2 3 0 1 0 1 4.65 0 1 0 0 -1 -1
22 4.7 2.5 36 350 14 1 206 .7 1 2 12.5 30 1 1 1 1 3 0 1 0 1 4.6 0 1 0 0 -1 -1
23 4.7 2.5 36 350 14 1 207 .8 1 2 12.5 30 1 1 1 1 3 0 1 0 1 4.375 0 1 0 0 -1 -1
2 4.7 1.9 5 440 47 -1 71 .9 1 2 12.5 29 1 1 1 1 2 -1 -1 -1 1 4.15 0 1 0 0 -1 -1
3 4.7 1.9 5 440 47 -1 72 .9 1 2 37.5 29 1 1 2 3 2 -1 -1 -1 1 4.3 0 1 0 0 -1 -1
4 4.7 1.9 5 440 47 -1 73 .9 1 3 37.5 29 1 1 2 3 2 -1 -1 -1 1 3.98 0 0 1 0 -1 -1
5 4.7 1.9 5 440 47 -1 74 .9 1 1 25 29 1 1 2 2 2 -1 -1 -1 1 3.93 -1 -1 -1 -1 -1 -1
6 4.7 1.9 5 440 47 -1 75 .9 1 2 12.5 29 1 1 1 1 2 -1 -1 -1 1 3.92 0 1 0 0 -1 -1
7 4.7 1.9 5 440 47 -1 76 .9 1 0 12.5 29 1 1 1 1 2 -1 -1 -1 1 3.65 1 0 0 0 -1 -1
8 4.7 1.9 5 440 47 -1 77 .9 1 2 0 29 0 0 0 0 2 -1 -1 -1 1 3.84 0 1 0 0 -1 -1
9 4.7 1.9 5 440 47 -1 78 .9 1 0 0 29 0 0 0 0 2 -1 -1 -1 1 4.01 1 0 0 0 -1 -1
10 4.7 1.9 5 440 47 -1 79 .9 1 1 0 29 0 0 0 0 2 -1 -1 -1 1 4.17 -1 -1 -1 -1 -1 -1
11 4.7 1.9 5 440 47 -1 80 .9 1 0 0 29 0 0 0 0 2 -1 -1 -1 1 4.53 1 0 0 0 -1 -1
